Year;Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Coverage;Categories;Areas
2023;2207;14120;European Psychologist;journal;1878-531X, 1016-9040;Hogrefe Publishing;No;No;1,520;Q1;81;23;88;1775;411;84;4,40;77,17;64,29;4;United States;Northern America;2003-2026;"Arts and Humanities (miscellaneous) (Q1); Psychology (miscellaneous) (Q1)";"Arts and Humanities; Psychology"
2023;2208;29011;Journal of Risk and Uncertainty;journal;1573-0476, 0895-5646;Springer Netherlands;No;No;1,520;Q1;87;24;70;1148;225;70;1,38;47,83;28,57;6;Netherlands;Western Europe;1988-2026;"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
2023;2209;27592;Arthritis Research and Therapy;journal;1478-6354, 1478-6362;BioMed Central Ltd;Yes;No;1,518;Q1;194;235;848;9623;3947;825;4,29;40,95;43,83;5;United Kingdom;Western Europe;2003-2026;"Immunology (Q1); Immunology and Allergy (Q1); Rheumatology (Q1)";"Immunology and Microbiology; Medicine"
2023;2210;21100943536;Materials Today Bio;journal;2590-0064;Elsevier B.V.;Yes;No;1,518;Q1;78;363;429;34876;3779;429;8,60;96,08;40,52;3;Netherlands;Western Europe;2019-2026;"Bioengineering (Q1); Biomaterials (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Molecular Biology (Q1); Cell Biology (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Engineering; Materials Science"
2023;2211;21165;PharmacoEconomics;journal;1170-7690, 1179-2027;;Yes;No;1,517;Q1;127;102;332;5547;1366;286;3,90;54,38;45,03;33;Switzerland;Western Europe;1992-2026;"Health Policy (Q1); Pharmacology (Q1); Public Health, Environmental and Occupational Health (Q1)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
2023;2212;21100976772;EMS Surveys in Mathematical Sciences;journal;2308-216X, 2308-2151;European Mathematical Society Publishing House;Yes;Yes;1,516;Q1;11;10;31;754;54;30;1,34;75,40;6,67;0;Germany;Western Europe;2019-2025;Mathematics (miscellaneous) (Q1);Mathematics
2023;2213;19900192175;Journal of Topology;journal;1753-8416, 1753-8424;John Wiley and Sons Ltd;No;No;1,516;Q1;40;40;140;1489;154;140;0,87;37,23;13,85;0;United Kingdom;Western Europe;2008-2026;Geometry and Topology (Q1);Mathematics
2023;2214;21101077293;Journal of Migration and Health;journal;2666-6235;Elsevier B.V.;Yes;No;1,515;Q1;27;62;138;2889;615;138;4,37;46,60;64,75;9;Netherlands;Western Europe;2020-2026;"Demography (Q1); Health (social science) (Q1); Infectious Diseases (Q1); Sociology and Political Science (Q1)";"Medicine; Social Sciences"
2023;2215;21101041403;Global Health Research and Policy;journal;2397-0642;KeAi Communications Co.;Yes;No;1,514;Q1;40;52;146;2249;918;135;4,40;43,25;46,10;12;United Kingdom;Western Europe;2016-2026;"Epidemiology (Q1); Health Policy (Q1); Health (social science) (Q1); Public Health, Environmental and Occupational Health (Q1)";"Medicine; Social Sciences"
2023;2216;13517;Ultrasonics Sonochemistry;journal;1350-4177, 1873-2828;Elsevier B.V.;Yes;No;1,514;Q1;197;473;1302;27758;12159;1291;9,34;58,68;38,61;3;Netherlands;Western Europe;1994-2026;"Acoustics and Ultrasonics (Q1); Chemical Engineering (miscellaneous) (Q1); Environmental Chemistry (Q1); Inorganic Chemistry (Q1); Organic Chemistry (Q1); Radiology, Nuclear Medicine and Imaging (Q1)";"Chemical Engineering; Chemistry; Environmental Science; Medicine; Physics and Astronomy"
2023;2217;22030;Canadian Geotechnical Journal;journal;1208-6010, 0008-3674;Canadian Science Publishing;No;No;1,513;Q1;170;124;490;5583;1910;440;3,43;45,02;21,65;1;Canada;Northern America;1968-1971, 1974, 1976-2026;"Civil and Structural Engineering (Q1); Geotechnical Engineering and Engineering Geology (Q1)";"Earth and Planetary Sciences; Engineering"
2023;2218;26991;International Journal of Hydrogen Energy;journal;0360-3199;Elsevier Ltd;No;No;1,513;Q1;313;2911;9354;180637;70861;9256;7,58;62,05;30,84;89;United Kingdom;Western Europe;1976-2026;"Condensed Matter Physics (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Energy; Physics and Astronomy"
2023;2219;17600155050;Asian Economic Policy Review;journal;1832-8105, 1748-3131;Wiley-Blackwell Publishing Ltd;No;No;1,512;Q1;34;34;113;600;287;37;2,89;17,65;21,43;6;Australia;Pacific Region;2008-2026;"Economics, Econometrics and Finance (miscellaneous) (Q1); Management, Monitoring, Policy and Law (Q1); Political Science and International Relations (Q1)";"Economics, Econometrics and Finance; Environmental Science; Social Sciences"
2023;2220;19700201434;BMJ Quality and Safety;journal;2044-5423, 2044-5415;BMJ Publishing Group;No;No;1,512;Q1;180;101;445;3790;1758;349;3,81;37,52;58,60;15;United Kingdom;Western Europe;2011-2026;"Health Policy (Q1); Medicine (miscellaneous) (Q1)";Medicine
2023;2221;20532;Journal of Air Transport Management;journal;0969-6997;Elsevier Ltd;No;No;1,512;Q1;107;127;370;7711;2425;368;5,46;60,72;35,99;5;United Kingdom;Western Europe;1994-1995, 1997-2026;"Law (Q1); Management, Monitoring, Policy and Law (Q1); Strategy and Management (Q1); Transportation (Q1)";"Business, Management and Accounting; Environmental Science; Social Sciences"
2023;2222;16003;Journal of Rural Health;journal;0890-765X, 1748-0361;Wiley-Blackwell;No;No;1,512;Q1;80;94;289;3849;1200;241;3,91;40,95;58,87;21;United States;Northern America;1985-2026;Public Health, Environmental and Occupational Health (Q1);Medicine
2023;2223;21100982467;npj Clean Water;journal;2059-7037;Springer Nature;Yes;No;1,512;Q1;57;80;153;5132;1296;147;6,90;64,15;33,70;11;United States;Northern America;2018-2026;"Management, Monitoring, Policy and Law (Q1); Pollution (Q1); Waste Management and Disposal (Q1); Water Science and Technology (Q1)";Environmental Science
2023;2224;12300154703;Current Protocols in Stem Cell Biology;journal;1938-8969, 1941-7322;"John Wiley &amp; Sons Inc.";No;No;1,511;Q1;0;0;0;0;0;0;0,00;0,00;0,00;0;United States;Northern America;2007-2020;"Developmental Biology (Q1); Medicine (miscellaneous) (Q1); Cell Biology (Q2)";"Biochemistry, Genetics and Molecular Biology; Medicine"
2023;2225;17387;IEEE Transactions on Reliability;journal;1558-1721, 0018-9529;Institute of Electrical and Electronics Engineers Inc.;No;No;1,511;Q1;131;129;328;5782;2265;325;6,10;44,82;27,85;0;United States;Northern America;1963-2026;"Electrical and Electronic Engineering (Q1); Safety, Risk, Reliability and Quality (Q1)";Engineering
2023;2226;18972;Information Economics and Policy;journal;0167-6245;Elsevier B.V.;No;No;1,511;Q1;65;24;80;1065;316;79;4,35;44,38;25,58;7;Netherlands;Western Europe;1983-1984, 1986, 1988-1989, 1993-2026;"Economics and Econometrics (Q1); Management, Monitoring, Policy and Law (Q1)";"Economics, Econometrics and Finance; Environmental Science"
2023;2227;21101102903;Journal of Intelligent and Connected Vehicles;journal;2399-9802;Tsinghua University Press;Yes;No;1,511;Q1;23;24;47;913;299;47;7,23;38,04;23,53;0;United Kingdom;Western Europe;2018-2025;"Automotive Engineering (Q1); Control and Systems Engineering (Q1); Mechanical Engineering (Q1); Transportation (Q1)";"Engineering; Social Sciences"
2023;2228;21101028388;Patterns;journal;2666-3899;Cell Press;Yes;No;1,511;Q1;62;151;448;8056;2547;357;6,27;53,35;29,50;18;United States;Northern America;2020-2026;Decision Sciences (miscellaneous) (Q1);Decision Sciences
2023;2229;21100463801;Annals of the American Association of Geographers;journal;2469-4460, 2469-4452;Taylor and Francis Ltd.;No;No;1,510;Q1;156;141;402;10693;1879;397;4,24;75,84;39,30;12;United Kingdom;Western Europe;2016-2026;"Earth-Surface Processes (Q1); Geography, Planning and Development (Q1)";"Earth and Planetary Sciences; Social Sciences"
2023;2230;130023;RNA Biology;journal;1555-8584, 1547-6286;Taylor and Francis Ltd.;Yes;No;1,510;Q1;121;81;529;6286;2094;523;3,74;77,60;42,76;0;United States;Northern America;2004-2026;"Molecular Biology (Q1); Cell Biology (Q2)";Biochemistry, Genetics and Molecular Biology
2023;2231;21101145520;Cyborg and Bionic Systems;journal;2097-1087, 2692-7632;American Association for the Advancement of Science;Yes;Yes;1,508;Q1;41;50;56;2934;507;54;9,06;58,68;29,07;0;United States;Northern America;2020-2026;"Artificial Intelligence (Q1); Biomedical Engineering (Q1); Human-Computer Interaction (Q1); Mechanical Engineering (Q1)";"Computer Science; Engineering"
2023;2232;21101133427;VIEW;journal;2688-3988, 2688-268X;John Wiley and Sons Inc;Yes;No;1,508;Q1;40;54;151;4570;1140;149;7,31;84,63;47,59;0;United Kingdom;Western Europe;2020-2026;"Biomaterials (Q1); Biomedical Engineering (Q1)";"Engineering; Materials Science"
2023;2233;21100855908;European Heart Journal - Cardiovascular Pharmacotherapy;journal;2055-6837, 2055-6845;Oxford University Press;No;No;1,507;Q1;50;97;328;2972;1121;202;3,75;30,64;24,50;7;United Kingdom;Western Europe;2015-2026;"Cardiology and Cardiovascular Medicine (Q1); Pharmacology (medical) (Q1)";Medicine
2023;2234;22377;Value in Health;journal;1098-3015, 1524-4733;Elsevier Ltd;No;No;1,507;Q1;144;224;657;9381;2342;591;3,40;41,88;49,11;49;United Kingdom;Western Europe;1998-2026;"Health Policy (Q1); Medicine (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q1)";Medicine
2023;2235;22040;Chemical Geology;journal;0009-2541;Elsevier B.V.;No;No;1,506;Q1;265;398;1184;34161;4855;1177;3,97;85,83;30,60;5;Netherlands;Western Europe;1966-2026;"Geochemistry and Petrology (Q1); Geology (Q1)";Earth and Planetary Sciences
2023;2236;21100835891;Journal of Experimental Political Science;journal;2052-2630, 2052-2649;Cambridge University Press;Yes;No;1,506;Q1;30;49;68;1612;228;68;4,23;32,90;35,61;0;United Kingdom;Western Europe;2014-2025;Sociology and Political Science (Q1);Social Sciences
2023;2237;19600166321;Journal of Molecular Cell Biology;journal;1759-4685, 1674-2788;Oxford University Press;Yes;No;1,506;Q1;91;77;273;3667;1153;234;3,53;47,62;42,31;0;United Kingdom;Western Europe;2009-2025;"Genetics (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Cell Biology (Q2)";"Biochemistry, Genetics and Molecular Biology; Medicine"
2023;2238;21101039775;Machine Learning: Science and Technology;journal;2632-2153;Institute of Physics Publishing;Yes;No;1,506;Q1;48;197;296;11307;2078;296;6,97;57,40;19,83;0;United Kingdom;Western Europe;2020-2026;"Artificial Intelligence (Q1); Human-Computer Interaction (Q1); Software (Q1)";Computer Science
2023;2239;17470;Structural Safety;journal;0167-4730;Elsevier B.V.;No;No;1,506;Q1;128;66;214;3585;1429;211;6,24;54,32;21,54;0;Netherlands;Western Europe;1982, 1984-2026;"Building and Construction (Q1); Civil and Structural Engineering (Q1); Safety, Risk, Reliability and Quality (Q1)";Engineering
2023;2240;21101088936;ACS Materials Au;journal;2694-2461;American Chemical Society;Yes;No;1,505;Q1;31;63;76;4219;437;73;5,75;66,97;36,33;1;United States;Northern America;2021-2026;"Biomaterials (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Polymers and Plastics (Q1)";Materials Science
2023;2241;18650;Empirical Software Engineering;journal;1382-3256, 1573-7616;Springer Netherlands;No;No;1,505;Q1;106;154;461;10675;2345;453;4,32;69,32;27,42;3;Netherlands;Western Europe;1996-2026;Software (Q1);Computer Science
2023;2242;21100455625;Family Medicine and Community Health;journal;2009-8774, 2305-6983;BMJ Publishing Group;Yes;Yes;1,505;Q1;25;31;122;1151;625;110;2,25;37,13;55,41;2;Ireland;Western Europe;2013-2026;"Family Practice (Q1); Public Health, Environmental and Occupational Health (Q1)";Medicine
2023;2243;26796;Socio-Economic Review;journal;1475-1461;Oxford University Press;No;No;1,505;Q1;86;90;185;6325;745;181;4,15;70,28;44,30;28;United Kingdom;Western Europe;2003, 2005-2025;"Economics, Econometrics and Finance (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Economics, Econometrics and Finance; Social Sciences"
2023;2244;21100256106;Survey Research Methods;journal;1864-3361;European Survey Research Association;Yes;Yes;1,505;Q1;45;29;85;1480;314;84;1,03;51,03;45,98;4;United Kingdom;Western Europe;2007-2026;Education (Q1);Social Sciences
2023;2245;6300153105;Current Opinion in HIV and AIDS;journal;1746-6318, 1746-630X;Lippincott Williams and Wilkins;No;No;1,504;Q1;87;54;152;3140;599;136;3,96;58,15;44,44;0;United States;Northern America;2006-2026;"Hematology (Q1); Immunology (Q1); Infectious Diseases (Q1); Oncology (Q1); Oncology (nursing) (Q1); Virology (Q1)";"Immunology and Microbiology; Medicine; Nursing"
2023;2246;30824;Foot and Ankle International;journal;1944-7876, 1071-1007;SAGE Publications Inc.;No;No;1,504;Q1;138;166;621;4830;1893;568;2,63;29,10;22,69;3;United States;Northern America;1980-2026;"Orthopedics and Sports Medicine (Q1); Surgery (Q1)";Medicine
2023;2247;12697;International Journal of Obesity;journal;0307-0565, 1476-5497;Springer Nature;No;No;1,504;Q1;265;155;802;7553;3617;762;4,17;48,73;48,05;7;United Kingdom;Western Europe;1977-2026;"Endocrinology, Diabetes and Metabolism (Q1); Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)";"Medicine; Nursing"
2023;2248;23861;Journal of Comparative Economics;journal;1095-7227, 0147-5967;Academic Press Inc.;No;No;1,504;Q1;116;65;162;3754;526;161;2,86;57,75;29,27;33;United States;Northern America;1977-2026;Economics and Econometrics (Q1);Economics, Econometrics and Finance
2023;2249;21101142705;Implementation Research and Practice;journal;2633-4895;SAGE Publications Ltd;Yes;No;1,503;Q1;9;36;3;1764;7;3;2,33;49,00;68,38;2;United Kingdom;Western Europe;2022-2026;"Neurology (Q1); Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2)";"Medicine; Neuroscience"
2023;2250;25563;Systems and Control Letters;journal;0167-6911;Elsevier B.V.;No;No;1,503;Q1;159;171;441;5484;1236;441;2,51;32,07;22,59;0;Netherlands;Western Europe;1981-2026;"Computer Science (miscellaneous) (Q1); Control and Systems Engineering (Q1); Electrical and Electronic Engineering (Q1); Mechanical Engineering (Q1)";"Computer Science; Engineering"
2023;2251;25155;Catena;journal;0341-8162;Elsevier B.V.;No;No;1,502;Q1;187;766;2069;57093;13576;2051;6,06;74,53;34,87;24;Netherlands;Western Europe;1973, 1975-2026;Earth-Surface Processes (Q1);Earth and Planetary Sciences
2023;2252;21101089658;Cleaner Materials;journal;2772-3976;Elsevier Ltd;Yes;No;1,502;Q1;46;49;161;3294;1345;160;8,35;67,22;22,03;0;United Kingdom;Western Europe;2021-2026;"Environmental Engineering (Q1); Mechanics of Materials (Q1); Polymers and Plastics (Q1); Waste Management and Disposal (Q1)";"Engineering; Environmental Science; Materials Science"
2023;2253;23019;Prevention Science;journal;1389-4986, 1573-6695;Springer New York;No;No;1,502;Q1;111;158;344;8008;1332;329;3,34;50,68;65,92;30;United States;Northern America;2000-2026;Public Health, Environmental and Occupational Health (Q1);Medicine
2023;2254;25451;Transactions of Tianjin University;journal;1006-4982, 1995-8196;Tianjin Daxue/Tianjin University;No;No;1,502;Q1;39;37;123;2350;828;121;5,99;63,51;30,99;1;China;Asiatic Region;2004-2026;Multidisciplinary (Q1);Multidisciplinary
2023;2255;13880;Artificial Intelligence and Law;journal;0924-8463, 1572-8382;Springer Nature;No;No;1,501;Q1;54;33;59;1949;363;58;5,93;59,06;33,96;3;Netherlands;Western Europe;1992-1993, 1995-2026;"Artificial Intelligence (Q1); Law (Q1)";"Computer Science; Social Sciences"
2023;2256;19617;Antiviral Research;journal;0166-3542, 1872-9096;Elsevier B.V.;No;No;1,500;Q1;162;198;496;10349;2976;495;4,74;52,27;40,87;7;Netherlands;Western Europe;1959, 1981-2026;"Pharmacology (Q1); Virology (Q1)";"Immunology and Microbiology; Pharmacology, Toxicology and Pharmaceutics"
2023;2257;18408;Biochimica et Biophysica Acta - Molecular Cell Research;journal;1879-2596, 0167-4889;Elsevier B.V.;No;No;1,500;Q1;216;138;529;10855;2627;520;4,92;78,66;45,56;0;Netherlands;Western Europe;1982-2026;"Molecular Biology (Q1); Cell Biology (Q2)";Biochemistry, Genetics and Molecular Biology
2023;2258;22856;Yale Law Journal;journal;0044-0094;Yale Law Journal;No;No;1,499;Q1;100;38;106;4955;379;102;3,44;130,39;44,00;0;United States;Northern America;1973-1975, 1977-1979, 1981, 1983, 1985-1991, 1994, 1996-2025;Law (Q1);Social Sciences
2023;2259;29321;Current Oncology Reports;journal;1534-6269, 1523-3790;Springer;No;No;1,498;Q1;91;132;445;9478;2292;441;5,11;71,80;42,28;5;United States;Northern America;1999-2026;Oncology (Q1);Medicine
2023;2260;18640;Respiratory Research;journal;1465-993X, 1465-9921;BioMed Central Ltd;Yes;No;1,498;Q1;139;313;993;14305;5029;938;4,60;45,70;41,13;11;United Kingdom;Western Europe;2000-2026;Pulmonary and Respiratory Medicine (Q1);Medicine
2023;2261;14152;Family Process;journal;1545-5300, 0014-7370;Wiley-Blackwell Publishing Ltd;No;No;1,497;Q1;104;103;337;5684;1459;326;3,79;55,18;56,70;10;United Kingdom;Western Europe;1962-2026;"Clinical Psychology (Q1); Social Psychology (Q1); Social Sciences (miscellaneous) (Q1)";"Psychology; Social Sciences"
2023;2262;25848;International Studies Quarterly;journal;1468-2478, 0020-8833;Oxford University Press;No;No;1,497;Q1;133;101;282;8137;836;282;2,48;80,56;34,29;20;United States;Northern America;1971-1974, 1976, 1978, 1982-1983, 1985, 1987-2026;"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";Social Sciences
2023;2263;21100907125;iScience;journal;2589-0042;Elsevier Inc.;Yes;No;1,497;Q1;113;2742;4614;178732;23698;4589;4,76;65,18;40,57;64;United States;Northern America;2018-2026;Multidisciplinary (Q1);Multidisciplinary
2023;2264;21100932472;Journal of Learning Analytics;journal;1929-7750;UTS ePRESS;Yes;No;1,496;Q1;31;29;84;1546;358;81;3,60;53,31;41,41;3;Australia;Pacific Region;2014, 2019-2025;"Computer Science Applications (Q1); Education (Q1)";"Computer Science; Social Sciences"
